gen,eval,turn_cap,value_loss,val_value_loss,policy_loss,buffer,decisive,selfplay_s,train_s,total_s
0,heuristic,5,0.265289,0.747662,1.113193,630,0,2.47,23.08,25.67
1,network,5,0.056365,0.410390,1.084584,1205,0,26.03,20.93,47.14
